Compound,Compoundclass,compoundtree
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C03205,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194
https://www.kegg.jp/entry/C05472,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C05472,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C05472,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C05472,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C05472,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C05472,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class143,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class143,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class143,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C05488,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class193,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class194
https://www.kegg.jp/entry/C06957,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C06957,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class195,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C06957,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class195,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C06957,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class195,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199
https://www.kegg.jp/entry/C06957,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C06957,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class78,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class81,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class196,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class196,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C01164,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class196,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199
https://www.kegg.jp/entry/C01561,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C01561,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C01561,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C01561,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class196,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C01561,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class196,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C01561,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class196,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class199
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C00695,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C02528,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class77,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class200,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class354
https://www.kegg.jp/entry/C03990,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class203,http://nlp_microbe.ccnu.edu.cn/entity#br08002Class209
https://www.kegg.jp/entry/C04483,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
https://www.kegg.jp/entry/C04483,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class157
https://www.kegg.jp/entry/C04483,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class146
https://www.kegg.jp/entry/C04483,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class145
https://www.kegg.jp/entry/C04483,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class90,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class188
https://www.kegg.jp/entry/C04483,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class75,http://nlp_microbe.ccnu.edu.cn/entity#br08001Class189
